branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate,outstanding,weekly_disbursement,weekly_new_borrower_per_bp
POINTID_95,2018-10-06,AREAID_18,REGION_JR2,2018-08-11,352,3,0%,950,110,13
POINTID_76,2018-10-06,AREAID_6,REGIONID_JT,2018-08-11,392,3,0%,1150,95,17
POINTID_83,2018-10-06,AREAID_5,REGIONID_N,2018-07-14,350,3,0%,1050,115,17
POINTID_32,2018-10-06,AREAID_27,REGION_JR1,2017-07-22,1527,5,>10%,3400,0,
POINTID_64,2018-10-06,AREAID_13,REGION_JR2,2018-05-05,601,3,0%,1450,100,12
POINTID_61,2018-10-06,AREAID_25,REGIONID_JT,2018-07-21,287,3,0%,750,130,15
POINTID_78,2018-10-06,AREAID_28,REGION_JR1,2018-05-26,612,3,0%,1550,95,11
POINTID_58,2018-10-06,AREAID_7,REGIONID_N,2018-01-13,896,5,1%-2.5%,1600,35,5
POINTID_91,2018-10-06,AREAID_4,REGION_JH,2018-07-28,199,3,0%,500,60,12
POINTID_9,2018-10-06,AREAID_31,REGIONID_JT,2016-09-17,1868,8,0%-1%,3400,110,1
POINTID_29,2018-10-06,AREAID_14,REGION_JR2,2017-07-29,2743,7,0%,6350,195,7
POINTID_56,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1310,6,0%,1950,25,5
POINTID_63,2018-10-06,AREAID_13,REGION_JR2,2018-05-05,555,3,0%,1350,15,6
POINTID_25,2018-10-06,AREAID_20,REGION_JH,2017-06-10,1507,7,0%-1%,2650,75,4
POINTID_57,2018-10-06,AREAID_24,REGIONID_JT,2017-11-11,1236,7,0%,1850,15,3
POINTID_37,2018-10-06,AREAID_1,REGION_JH,2017-08-05,1555,7,2.5%-5%,2650,150,7
POINTID_74,2018-10-06,AREAID_16,REGIONID_JT,2018-07-07,501,4,0%,1500,250,20
POINTID_59,2018-10-06,AREAID_25,REGIONID_JT,2018-05-05,556,3,0%,1400,130,15
POINTID_107,2018-10-06,AREAID_22,REGIONID_JT,2018-08-25,115,2,0%,300,25,5
POINTID_24,2018-10-06,AREAID_20,REGION_JH,2017-06-10,1078,5,2.5%-5%,1800,65,5
POINTID_85,2018-10-06,AREAID_22,REGIONID_JT,2018-08-04,309,2,0%,850,80,14
POINTID_86,2018-10-06,AREAID_19,REGIONID_JT,2018-07-21,298,2,0%,800,90,16
POINTID_101,2018-10-06,AREAID_15,REGION_JR1,2018-08-04,381,2,0%,1050,170,29
POINTID_14,2018-10-06,AREAID_8,REGIONID_JT,2016-10-15,1494,7,>10%,3450,70,2
POINTID_71,2018-10-06,AREAID_19,REGIONID_JT,2018-06-02,559,3,0%,1500,150,17
POINTID_70,2018-10-06,AREAID_9,REGIONID_N,2018-05-12,753,3,0%,2100,160,16
POINTID_77,2018-10-06,AREAID_6,REGIONID_JT,2018-07-14,368,2,0%,1000,155,25
POINTID_45,2018-10-06,AREAID_21,REGION_JR1,2017-09-16,2285,8,0%-1%,4550,90,3
POINTID_8,2018-10-06,AREAID_30,REGIONID_JT,2016-09-03,2201,10,0%,4650,180,5
POINTID_43,2018-10-06,AREAID_29,REGION_JH,2017-09-09,1881,9,>10%,3750,10,3
POINTID_90,2018-10-06,AREAID_11,REGION_JH,2018-08-11,162,2,0%,400,65,12
POINTID_103,2018-10-06,AREAID_18,REGION_JR2,2018-08-18,184,2,0%,500,50,9
POINTID_110,2018-10-06,AREAID_4,REGION_JH,2018-09-08,60,1,0%,150,10,3
POINTID_100,2018-10-06,AREAID_9,REGIONID_N,2018-08-11,257,2,0%,800,110,16
POINTID_53,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1632,7,0%,2700,180,13
POINTID_36,2018-09-29,AREAID_1,REGION_JH,2017-08-12,1483,6,5%-10%,3050,100,7
POINTID_34,2018-09-29,AREAID_27,REGION_JR1,2017-07-15,1829,6,0%,4000,105,6
POINTID_14,2018-09-29,AREAID_8,REGIONID_JT,2016-10-15,1491,7,>10%,3500,130,1
POINTID_61,2018-09-29,AREAID_25,REGIONID_JT,2018-07-21,244,2,0%,650,85,15
POINTID_24,2018-09-29,AREAID_20,REGION_JH,2017-06-10,1063,8,2.5%-5%,1800,100,10
POINTID_39,2018-09-29,AREAID_14,REGION_JR2,2017-08-19,2148,5,0%,4800,205,7
POINTID_66,2018-09-29,AREAID_2,REGION_JR1,2018-05-26,604,3,0%,1550,245,28
POINTID_30,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2669,7,0%,6100,555,4
POINTID_12,2018-09-29,AREAID_30,REGIONID_JT,2016-10-08,1436,9,0%-1%,3200,180,5
POINTID_80,2018-09-29,AREAID_26,REGIONID_N,2018-07-21,177,1,0%,450,75,24
POINTID_79,2018-09-29,AREAID_28,REGION_JR1,2018-08-04,210,1,0%,600,150,48
POINTID_108,2018-09-29,AREAID_28,REGION_JR1,2018-08-18,260,2,0%,750,80,14
POINTID_106,2018-09-29,AREAID_22,REGIONID_JT,2018-08-25,85,2,0%,200,110,18
POINTID_109,2018-09-29,AREAID_13,REGION_JR2,2018-09-08,102,2,0%,300,165,28
POINTID_111,2018-09-29,AREAID_12,REGION_JR1,2018-09-22,11,1,0%,0,30,11
POINTID_56,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1301,6,0%,2000,120,8
POINTID_10,2018-09-29,AREAID_8,REGIONID_JT,2016-09-10,1189,6,>10%,2200,30,4
POINTID_9,2018-09-29,AREAID_31,REGIONID_JT,2016-09-17,1879,9,0%-1%,3450,255,1
POINTID_25,2018-09-29,AREAID_20,REGION_JH,2017-06-10,1493,11,0%-1%,2650,125,7
POINTID_95,2018-09-29,AREAID_18,REGION_JR2,2018-08-11,314,3,0%,850,195,22
POINTID_38,2018-09-29,AREAID_1,REGION_JH,2017-08-12,1523,6,2.5%-5%,2850,30,3
POINTID_107,2018-09-29,AREAID_22,REGIONID_JT,2018-08-25,108,2,0%,300,130,22
POINTID_22,2018-09-29,AREAID_7,REGIONID_N,2017-04-29,1128,7,5%-10%,2200,45,15
POINTID_46,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,1978,8,0%,4550,320,12
POINTID_47,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,2518,9,0%,4650,110,6
POINTID_60,2018-09-29,AREAID_25,REGIONID_JT,2018-04-28,562,3,0%,1450,280,30
POINTID_87,2018-09-29,AREAID_16,REGIONID_JT,2018-07-21,399,3,0%,1200,160,16
POINTID_89,2018-09-29,AREAID_11,REGION_JH,2018-07-28,186,2,0%,450,90,17
POINTID_52,2018-09-29,AREAID_29,REGION_JH,2017-09-09,1879,8,0%,3800,245,9
POINTID_67,2018-09-29,AREAID_5,REGIONID_N,2018-04-28,922,4,0%,2500,115,12
POINTID_76,2018-09-29,AREAID_6,REGIONID_JT,2018-08-11,359,3,0%,1100,115,12
POINTID_74,2018-09-29,AREAID_16,REGIONID_JT,2018-07-07,423,3,0%,1300,185,19
POINTID_15,2018-09-29,AREAID_8,REGIONID_JT,2016-11-12,1833,9,>10%,4300,115,0
POINTID_42,2018-09-29,AREAID_27,REGION_JR1,2017-09-09,1117,5,0%-1%,2350,5,2
POINTID_28,2018-09-29,AREAID_20,REGION_JH,2017-06-03,1140,9,5%-10%,1950,80,5
POINTID_35,2018-09-29,AREAID_1,REGION_JH,2017-07-29,1526,6,5%-10%,2500,25,6
POINTID_101,2018-09-29,AREAID_15,REGION_JR1,2018-08-04,324,2,0%,900,30,5
POINTID_86,2018-09-29,AREAID_19,REGIONID_JT,2018-07-21,267,2,0%,750,130,22
POINTID_94,2018-09-29,AREAID_23,REGION_JR2,2018-07-28,394,3,0%,1050,30,4
POINTID_83,2018-09-29,AREAID_5,REGIONID_N,2018-07-14,316,2,0%,950,130,19
POINTID_85,2018-09-29,AREAID_22,REGIONID_JT,2018-08-04,282,2,0%,800,175,29
POINTID_48,2018-09-29,AREAID_21,REGION_JR1,2017-09-09,1713,8,1%-2.5%,3600,150,5
POINTID_92,2018-09-29,AREAID_4,REGION_JH,2018-07-28,207,2,0%,500,95,19
POINTID_58,2018-09-29,AREAID_7,REGIONID_N,2018-01-13,882,4,1%-2.5%,1600,60,10
POINTID_70,2018-09-29,AREAID_9,REGIONID_N,2018-05-12,707,3,0%,1950,115,12
POINTID_91,2018-09-29,AREAID_4,REGION_JH,2018-07-28,176,2,0%,450,140,27
POINTID_104,2018-09-29,AREAID_12,REGION_JR1,2018-09-15,29,1,0%,50,35,12
POINTID_41,2018-09-29,AREAID_27,REGION_JR1,2017-08-19,1079,4,5%-10%,1950,75,6
POINTID_65,2018-09-29,AREAID_2,REGION_JR1,2018-05-26,517,3,0%,1300,195,22
POINTID_98,2018-09-29,AREAID_10,REGIONID_JT,2018-07-14,323,2,0%,900,135,23
POINTID_43,2018-09-29,AREAID_29,REGION_JH,2017-09-09,1881,9,>10%,3850,30,10
POINTID_8,2018-09-29,AREAID_30,REGIONID_JT,2016-09-03,2164,9,0%,4600,500,10
POINTID_100,2018-09-29,AREAID_9,REGIONID_N,2018-08-11,225,3,0%,700,180,26
POINTID_102,2018-09-29,AREAID_26,REGIONID_N,2018-08-04,208,2,0%,550,150,25
POINTID_90,2018-09-29,AREAID_11,REGION_JH,2018-08-11,138,2,0%,350,155,29
POINTID_103,2018-09-29,AREAID_18,REGION_JR2,2018-08-18,167,2,0%,450,150,26
POINTID_105,2018-09-29,AREAID_12,REGION_JR1,2018-08-25,202,4,0%,550,290,33
POINTID_29,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2711,8,0%,6400,280,5
POINTID_19,2018-09-29,AREAID_7,REGIONID_N,2017-04-15,1908,8,5%-10%,4150,125,11
POINTID_54,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1427,6,0%,2650,275,4
POINTID_59,2018-09-29,AREAID_25,REGIONID_JT,2018-05-05,511,4,0%,1300,150,17
POINTID_93,2018-09-29,AREAID_23,REGION_JR2,2018-07-28,474,3,0%,1300,275,31
POINTID_68,2018-09-29,AREAID_5,REGIONID_N,2018-06-30,469,2,0%,1450,180,26
POINTID_63,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,549,3,0%,1350,230,26
POINTID_78,2018-09-29,AREAID_28,REGION_JR1,2018-05-26,580,3,0%,1500,185,21
POINTID_50,2018-09-29,AREAID_29,REGION_JH,2017-09-09,1196,7,5%-10%,2450,145,9
POINTID_20,2018-09-29,AREAID_7,REGIONID_N,2017-04-22,1751,7,>10%,3850,30,3
POINTID_64,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,567,3,0%,1400,225,26
POINTID_55,2018-09-29,AREAID_24,REGIONID_JT,2017-11-04,1320,5,0%,2050,150,9
POINTID_40,2018-09-29,AREAID_14,REGION_JR2,2017-08-26,2047,6,0%,4450,275,10
POINTID_57,2018-09-29,AREAID_24,REGIONID_JT,2017-11-11,1236,5,0%,1900,15,3
POINTID_97,2018-09-29,AREAID_15,REGION_JR1,2018-07-21,412,2,0%,1200,235,37
POINTID_16,2018-09-29,AREAID_8,REGIONID_JT,2017-03-25,2685,9,1%-2.5%,6000,360,1
POINTID_73,2018-09-29,AREAID_16,REGIONID_JT,2018-05-26,506,3,0%,1450,110,12
POINTID_37,2018-09-29,AREAID_1,REGION_JH,2017-08-05,1535,7,2.5%-5%,2600,80,4
POINTID_82,2018-09-29,AREAID_9,REGIONID_N,2018-07-21,355,2,0%,1100,95,14
POINTID_72,2018-09-29,AREAID_19,REGIONID_JT,2018-05-19,510,2,0%,1300,40,7
POINTID_23,2018-09-29,AREAID_7,REGIONID_N,2017-05-06,1375,9,2.5%-5%,2900,120,2
POINTID_44,2018-09-29,AREAID_29,REGION_JH,2017-09-09,1657,9,5%-10%,3200,95,3
POINTID_81,2018-09-29,AREAID_26,REGIONID_N,2018-07-21,283,2,0%,750,95,16
POINTID_33,2018-09-29,AREAID_27,REGION_JR1,2017-07-22,999,3,>10%,2350,0,
POINTID_62,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,568,3,0%,1350,235,27
POINTID_75,2018-09-29,AREAID_6,REGIONID_JT,2018-05-26,538,2,0%,1450,65,20
POINTID_49,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,1840,8,2.5%-5%,3700,100,6
POINTID_51,2018-09-29,AREAID_29,REGION_JH,2017-09-09,1544,8,5%-10%,3200,5,2
POINTID_32,2018-09-29,AREAID_27,REGION_JR1,2017-07-22,1534,5,>10%,3550,0,
POINTID_71,2018-09-29,AREAID_19,REGIONID_JT,2018-06-02,509,3,0%,1400,70,11
POINTID_77,2018-09-29,AREAID_6,REGIONID_JT,2018-07-14,319,2,0%,850,130,21
POINTID_99,2018-09-29,AREAID_17,REGION_JH,2018-08-18,110,1,0%,250,55,21
POINTID_45,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,2271,8,0%-1%,4650,190,9
POINTID_31,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2474,6,0%,5200,460,6
POINTID_118,2018-09-29,AREAID_20,REGION_JH,2017-06-03,696,5,5%-10%,1000,25,6
POINTID_96,2018-09-29,AREAID_18,REGION_JR2,2018-08-18,174,2,0%,450,80,14
POINTID_17,2018-09-29,AREAID_8,REGIONID_JT,2017-03-25,2714,11,0%,5550,325,1
POINTID_88,2018-09-29,AREAID_10,REGIONID_JT,2018-09-08,102,2,0%,300,175,30
POINTID_110,2018-09-29,AREAID_4,REGION_JH,2018-09-08,57,1,0%,150,80,30
POINTID_32,2018-09-22,AREAID_27,REGION_JR1,2017-07-22,1543,6,>10%,3650,0,
POINTID_50,2018-09-22,AREAID_29,REGION_JH,2017-09-09,1158,6,5%-10%,2400,45,2
POINTID_20,2018-09-22,AREAID_7,REGIONID_N,2017-04-22,1753,7,>10%,3950,85,8
POINTID_14,2018-09-22,AREAID_8,REGIONID_JT,2016-10-15,1493,7,>10%,3500,25,0
POINTID_78,2018-09-22,AREAID_28,REGION_JR1,2018-05-26,517,3,0%,1350,205,23
POINTID_64,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,491,3,0%,1200,110,13
POINTID_77,2018-09-22,AREAID_6,REGIONID_JT,2018-07-14,277,2,0%,750,90,15
POINTID_92,2018-09-22,AREAID_4,REGION_JH,2018-07-28,170,2,0%,400,45,9
POINTID_23,2018-09-22,AREAID_7,REGIONID_N,2017-05-06,1379,9,2.5%-5%,2900,85,3
POINTID_60,2018-09-22,AREAID_25,REGIONID_JT,2018-04-28,474,3,0%,1200,145,16
POINTID_86,2018-09-22,AREAID_19,REGIONID_JT,2018-07-21,224,2,0%,600,95,16
POINTID_39,2018-09-22,AREAID_14,REGION_JR2,2017-08-19,2121,5,0%,4800,205,4
POINTID_83,2018-09-22,AREAID_5,REGIONID_N,2018-07-14,278,2,0%,850,115,17
POINTID_35,2018-09-22,AREAID_1,REGION_JH,2017-07-29,1527,5,5%-10%,2550,155,5
POINTID_94,2018-09-22,AREAID_23,REGION_JR2,2018-07-28,384,3,0%,1050,190,22
POINTID_85,2018-09-22,AREAID_22,REGIONID_JT,2018-08-04,225,2,0%,650,160,26
POINTID_62,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,489,3,0%,1150,100,18
POINTID_89,2018-09-22,AREAID_11,REGION_JH,2018-07-28,152,2,0%,350,55,11
POINTID_9,2018-09-22,AREAID_31,REGIONID_JT,2016-09-17,1884,8,0%-1%,3350,250,2
POINTID_73,2018-09-22,AREAID_16,REGIONID_JT,2018-05-26,471,3,0%,1350,190,21
POINTID_41,2018-09-22,AREAID_27,REGION_JR1,2017-08-19,1066,3,5%-10%,1950,45,8
POINTID_43,2018-09-22,AREAID_29,REGION_JH,2017-09-09,1873,8,>10%,3900,0,
POINTID_108,2018-09-22,AREAID_28,REGION_JR1,2018-08-18,233,2,0%,650,165,27
POINTID_88,2018-09-22,AREAID_10,REGIONID_JT,2018-09-08,43,2,0%,100,80,14
POINTID_102,2018-09-22,AREAID_26,REGIONID_N,2018-08-04,158,2,0%,450,110,19
POINTID_110,2018-09-22,AREAID_4,REGION_JH,2018-09-08,27,1,0%,50,45,16
POINTID_25,2018-09-22,AREAID_20,REGION_JH,2017-06-10,1264,6,0%,2350,100,2
POINTID_16,2018-09-22,AREAID_8,REGIONID_JT,2017-03-25,2713,9,1%-2.5%,5950,90,0
POINTID_59,2018-09-22,AREAID_25,REGIONID_JT,2018-05-05,462,3,0%,1150,140,16
POINTID_68,2018-09-22,AREAID_5,REGIONID_N,2018-06-30,417,2,0%,1300,145,21
POINTID_42,2018-09-22,AREAID_27,REGION_JR1,2017-09-09,1124,5,0%-1%,2400,30,9
POINTID_22,2018-09-22,AREAID_7,REGIONID_N,2017-04-29,1130,7,5%-10%,2250,65,4
POINTID_81,2018-09-22,AREAID_26,REGIONID_N,2018-07-21,251,2,0%,700,155,26
POINTID_19,2018-09-22,AREAID_7,REGIONID_N,2017-04-15,1881,8,2.5%-5%,4200,80,1
POINTID_29,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2681,7,0%,6300,280,5
POINTID_56,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1263,6,0%,2000,115,7
POINTID_63,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,472,3,0%,1150,140,16
POINTID_37,2018-09-22,AREAID_1,REGION_JH,2017-08-05,1536,7,2.5%-5%,2600,150,6
POINTID_82,2018-09-22,AREAID_9,REGIONID_N,2018-07-21,327,2,0%,1000,105,15
POINTID_97,2018-09-22,AREAID_15,REGION_JR1,2018-07-21,339,2,0%,950,165,25
POINTID_67,2018-09-22,AREAID_5,REGIONID_N,2018-04-28,888,4,0%,2400,135,13
POINTID_28,2018-09-22,AREAID_20,REGION_JH,2017-06-03,991,3,2.5%-5%,1800,55,17
POINTID_15,2018-09-22,AREAID_8,REGIONID_JT,2016-11-12,1836,9,>10%,4300,30,0
POINTID_48,2018-09-22,AREAID_21,REGION_JR1,2017-09-09,1697,8,0%-1%,3550,205,10
POINTID_34,2018-09-22,AREAID_27,REGION_JR1,2017-07-15,1803,6,0%,4000,55,6
POINTID_70,2018-09-22,AREAID_9,REGIONID_N,2018-05-12,673,3,0%,1900,50,8
POINTID_104,2018-09-22,AREAID_12,REGION_JR1,2018-09-15,17,1,0%,50,50,17
POINTID_12,2018-09-22,AREAID_30,REGIONID_JT,2016-10-08,1424,9,0%-1%,3150,45,5
POINTID_96,2018-09-22,AREAID_18,REGION_JR2,2018-08-18,146,2,0%,400,100,17
POINTID_90,2018-09-22,AREAID_11,REGION_JH,2018-08-11,80,1,0%,200,20,8
POINTID_109,2018-09-22,AREAID_13,REGION_JR2,2018-09-08,46,2,0%,100,90,16
POINTID_8,2018-09-22,AREAID_30,REGIONID_JT,2016-09-03,2101,9,0%,4250,275,3
POINTID_31,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2444,6,0%,4950,100,4
POINTID_45,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,2229,8,0%-1%,4600,200,10
POINTID_17,2018-09-22,AREAID_8,REGIONID_JT,2017-03-25,2742,11,0%,5450,145,2
POINTID_80,2018-09-22,AREAID_26,REGIONID_N,2018-07-21,153,1,0%,400,45,8
POINTID_103,2018-09-22,AREAID_18,REGION_JR2,2018-08-18,116,2,0%,300,90,15
POINTID_79,2018-09-22,AREAID_28,REGION_JR1,2018-08-04,162,1,0%,450,140,24
POINTID_10,2018-09-22,AREAID_8,REGIONID_JT,2016-09-10,1183,6,>10%,2250,35,0
POINTID_40,2018-09-22,AREAID_14,REGION_JR2,2017-08-26,2010,6,0%,4350,50,0
POINTID_57,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1233,5,0%,1950,65,11
POINTID_95,2018-09-22,AREAID_18,REGION_JR2,2018-08-11,248,3,0%,700,185,21
POINTID_51,2018-09-22,AREAID_29,REGION_JH,2017-09-09,1547,7,5%-10%,3300,55,7
POINTID_53,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1571,6,0%,2650,20,3
POINTID_49,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,1824,8,1%-2.5%,3750,130,5
POINTID_36,2018-09-22,AREAID_1,REGION_JH,2017-08-12,1448,6,5%-10%,3050,30,2
POINTID_61,2018-09-22,AREAID_25,REGIONID_JT,2018-07-21,214,2,0%,550,80,14
POINTID_91,2018-09-22,AREAID_4,REGION_JH,2018-07-28,123,2,0%,300,5,2
POINTID_52,2018-09-22,AREAID_29,REGION_JH,2017-09-09,1830,8,0%,3700,165,8
POINTID_38,2018-09-22,AREAID_1,REGION_JH,2017-08-12,1523,5,2.5%-5%,2900,115,2
POINTID_54,2018-09-22,AREAID_24,REGIONID_JT,2017-11-11,1404,7,0%,2500,115,1
POINTID_72,2018-09-22,AREAID_19,REGIONID_JT,2018-05-19,496,2,0%,1300,20,4
POINTID_74,2018-09-22,AREAID_16,REGIONID_JT,2018-07-07,366,2,0%,1100,275,30
POINTID_93,2018-09-22,AREAID_23,REGION_JR2,2018-07-28,382,2,0%,1050,105,18
POINTID_107,2018-09-22,AREAID_22,REGIONID_JT,2018-08-25,64,2,0%,150,80,9
POINTID_76,2018-09-22,AREAID_6,REGIONID_JT,2018-08-11,323,3,0%,1000,340,36
POINTID_66,2018-09-22,AREAID_2,REGION_JR1,2018-05-26,521,3,0%,1300,170,19
POINTID_47,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,2497,8,0%,4700,240,14
POINTID_101,2018-09-22,AREAID_15,REGION_JR1,2018-08-04,314,2,0%,900,80,13
POINTID_46,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,1898,8,0%,4400,340,9
POINTID_44,2018-09-22,AREAID_29,REGION_JH,2017-09-09,1639,8,5%-10%,3200,110,5
POINTID_33,2018-09-22,AREAID_27,REGION_JR1,2017-07-22,1001,3,>10%,2450,0,
POINTID_24,2018-09-22,AREAID_20,REGION_JH,2017-06-10,947,5,1%-2.5%,1550,100,4
POINTID_87,2018-09-22,AREAID_16,REGIONID_JT,2018-07-21,351,3,0%,1100,280,29
POINTID_55,2018-09-22,AREAID_24,REGIONID_JT,2017-11-04,1281,5,0%,1950,90,2
POINTID_58,2018-09-22,AREAID_7,REGIONID_N,2018-01-13,864,4,1%-2.5%,1600,5,2
POINTID_75,2018-09-22,AREAID_6,REGIONID_JT,2018-05-26,518,2,0%,1450,20,3
POINTID_71,2018-09-22,AREAID_19,REGIONID_JT,2018-06-02,487,3,0%,1350,70,8
POINTID_99,2018-09-22,AREAID_17,REGION_JH,2018-08-18,89,1,0%,200,25,10
POINTID_30,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2643,8,0%,5850,125,1
POINTID_65,2018-09-22,AREAID_2,REGION_JR1,2018-05-26,452,3,0%,1100,95,11
POINTID_106,2018-09-22,AREAID_22,REGIONID_JT,2018-08-25,49,1,0%,100,50,18
POINTID_105,2018-09-22,AREAID_12,REGION_JR1,2018-08-25,105,4,0%,300,115,13
POINTID_98,2018-09-22,AREAID_10,REGIONID_JT,2018-07-14,277,2,0%,800,105,17
POINTID_100,2018-09-22,AREAID_9,REGIONID_N,2018-08-11,173,2,0%,550,95,14
POINTID_51,2018-09-15,AREAID_29,REGION_JH,2017-09-09,1531,6,5%-10%,3350,20,1
POINTID_64,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,454,2,0%,1100,100,17
POINTID_75,2018-09-15,AREAID_6,REGIONID_JT,2018-05-26,512,2,0%,1450,95,15
POINTID_71,2018-09-15,AREAID_19,REGIONID_JT,2018-06-02,464,3,0%,1300,30,5
POINTID_24,2018-09-15,AREAID_20,REGION_JH,2017-06-10,952,4,0%-1%,1500,25,4
POINTID_44,2018-09-15,AREAID_29,REGION_JH,2017-09-09,1612,7,5%-10%,3200,115,7
POINTID_46,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,1843,8,0%,4200,285,9
POINTID_60,2018-09-15,AREAID_25,REGIONID_JT,2018-04-28,427,3,0%,1100,80,10
POINTID_86,2018-09-15,AREAID_19,REGIONID_JT,2018-07-21,193,2,0%,550,75,13
POINTID_37,2018-09-15,AREAID_1,REGION_JH,2017-08-05,1504,6,2.5%-5%,2550,45,10
POINTID_57,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1213,5,0%,1950,35,7
POINTID_59,2018-09-15,AREAID_25,REGIONID_JT,2018-05-05,416,3,0%,1050,60,11
POINTID_73,2018-09-15,AREAID_16,REGIONID_JT,2018-05-26,409,3,0%,1200,55,6
POINTID_63,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,425,3,0%,1000,100,12
POINTID_72,2018-09-15,AREAID_19,REGIONID_JT,2018-05-19,489,2,0%,1300,100,16
POINTID_68,2018-09-15,AREAID_5,REGIONID_N,2018-06-30,375,2,0%,1150,80,12
POINTID_107,2018-09-15,AREAID_22,REGIONID_JT,2018-08-25,37,2,0%,100,70,12
POINTID_17,2018-09-15,AREAID_8,REGIONID_JT,2017-03-25,2768,12,0%,5550,205,0
POINTID_43,2018-09-15,AREAID_29,REGION_JH,2017-09-09,1880,7,>10%,4050,0,
POINTID_65,2018-09-15,AREAID_2,REGION_JR1,2018-05-26,420,3,0%,1050,55,7
POINTID_100,2018-09-15,AREAID_9,REGIONID_N,2018-08-11,145,2,0%,450,105,15
POINTID_79,2018-09-15,AREAID_28,REGION_JR1,2018-08-04,114,1,0%,300,30,11
POINTID_23,2018-09-15,AREAID_7,REGIONID_N,2017-05-06,1394,9,2.5%-5%,2950,50,0
POINTID_42,2018-09-15,AREAID_27,REGION_JR1,2017-09-09,1131,5,0%,2450,5,2
POINTID_81,2018-09-15,AREAID_26,REGIONID_N,2018-07-21,199,2,0%,550,125,43
POINTID_101,2018-09-15,AREAID_15,REGION_JR1,2018-08-04,288,2,0%,850,240,39
POINTID_19,2018-09-15,AREAID_7,REGIONID_N,2017-04-15,1909,8,2.5%-5%,4250,115,3
POINTID_29,2018-09-15,AREAID_14,REGION_JR2,2017-07-29,2656,7,0%,6250,295,7
POINTID_56,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1227,5,0%,1950,80,7
POINTID_82,2018-09-15,AREAID_9,REGIONID_N,2018-07-21,297,2,0%,950,145,21
POINTID_95,2018-09-15,AREAID_18,REGION_JR2,2018-08-11,186,2,0%,500,115,20
POINTID_76,2018-09-15,AREAID_6,REGIONID_JT,2018-08-11,215,3,0%,650,250,26
POINTID_39,2018-09-15,AREAID_14,REGION_JR2,2017-08-19,2113,5,0%,4800,185,5
POINTID_33,2018-09-15,AREAID_27,REGION_JR1,2017-07-22,1007,3,>10%,2500,0,
POINTID_62,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,454,2,0%,1100,50,17
POINTID_87,2018-09-15,AREAID_16,REGIONID_JT,2018-07-21,266,3,0%,800,255,26
POINTID_55,2018-09-15,AREAID_24,REGIONID_JT,2017-11-04,1274,5,0%,1950,20,4
POINTID_48,2018-09-15,AREAID_21,REGION_JR1,2017-09-09,1664,8,0%-1%,3500,155,5
POINTID_53,2018-09-15,AREAID_24,REGIONID_JT,2017-11-11,1564,6,0%,2700,150,13
POINTID_70,2018-09-15,AREAID_9,REGIONID_N,2018-05-12,658,3,0%,1900,140,14
POINTID_78,2018-09-15,AREAID_28,REGION_JR1,2018-05-26,448,2,0%,1150,105,18
POINTID_91,2018-09-15,AREAID_4,REGION_JH,2018-07-28,121,2,0%,300,45,19
POINTID_8,2018-09-15,AREAID_30,REGIONID_JT,2016-09-03,2111,9,0%,4150,335,9
POINTID_41,2018-09-15,AREAID_27,REGION_JR1,2017-08-19,1066,3,5%-10%,1950,5,2
POINTID_45,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,2174,8,0%-1%,4600,70,4
POINTID_31,2018-09-15,AREAID_14,REGION_JR2,2017-07-29,2426,6,0%,5050,95,5
